Qtd_Retangulos,Greedy_Verts,Greedy_Rects,Greedy_Rects_and_Verts,Greedy_Neighbors,Constraints Propagation,Constraint Programming,Integer Programming,Dynamic Programming,Extended Solution (D=1),Extended Solution (D=2)
28,12,13,12,12,11,10,10,0,10,3
28,12,15,11,11,10,10,10,0,10,3
28,11,16,12,12,11,11,11,0,11,4
28,10,14,11,11,11,10,10,0,10,3
28,11,14,11,11,10,10,10,0,10,3
28,11,14,13,12,12,11,11,0,11,3
28,11,14,11,11,11,11,11,0,11,3
28,11,13,11,11,11,10,10,0,10,3
28,10,12,12,11,10,10,10,0,10,3
28,11,15,11,11,11,11,11,0,11,3
29,11,14,12,11,10,10,10,0,10,3
29,12,14,11,11,11,11,11,0,11,3
29,11,13,13,13,60,11,11,0,11,3
29,11,15,11,11,10,10,10,0,10,3
29,12,15,11,11,10,10,10,0,10,3
29,14,15,12,12,60,11,11,0,11,3
29,10,13,11,11,10,10,10,0,10,3
29,11,13,11,11,11,10,10,0,10,3
29,12,14,12,12,11,11,11,0,11,3
29,11,13,12,12,10,10,10,0,10,3
30,12,14,11,11,11,11,11,0,11,3
30,11,14,11,11,11,10,10,0,10,4
30,11,16,11,11,10,10,10,0,10,3
30,12,16,13,13,11,11,11,0,11,3
30,11,14,11,11,11,11,11,0,11,3
30,12,14,12,12,11,11,11,0,11,4
30,12,15,11,11,11,10,10,0,10,3
30,12,12,12,12,11,11,11,0,11,4
30,12,15,12,12,12,11,11,0,11,3
30,12,15,11,11,11,11,11,0,11,3
31,12,14,13,13,11,11,11,0,11,3
31,14,17,14,13,64,12,12,0,12,4
31,12,13,12,12,11,11,11,0,11,3
31,12,16,13,13,12,11,11,0,11,3
31,11,13,11,11,11,11,11,0,11,3
31,12,15,13,13,64,11,11,0,11,3
31,12,15,12,12,11,11,11,0,11,3
31,12,14,13,12,12,11,11,0,11,3
31,12,12,12,12,11,11,11,0,11,3
31,13,14,12,12,11,11,11,0,11,3
32,12,12,12,12,12,11,11,0,11,4
32,14,15,14,14,13,12,12,0,12,4
32,13,16,12,12,12,11,11,0,11,3
32,12,15,12,12,12,11,11,0,11,3
32,13,14,13,13,12,12,12,0,12,3
32,13,17,12,12,12,12,12,0,12,3
32,12,16,14,14,11,11,11,0,11,3
32,12,17,13,13,11,11,11,0,11,3
32,12,14,13,13,12,12,12,0,12,4
32,12,15,13,13,66,12,12,0,12,3
33,13,16,13,13,68,13,13,0,13,3
33,13,17,13,13,12,12,12,0,12,4
33,13,16,13,13,12,12,12,0,12,3
33,13,16,12,12,68,12,12,0,12,3
33,13,16,13,13,68,13,13,0,13,3
33,14,15,15,15,12,12,12,0,12,4
33,13,17,13,13,12,12,12,0,12,4
33,14,17,13,13,12,12,12,0,12,4
33,13,16,13,13,12,12,12,0,12,4
33,13,14,13,13,13,12,12,0,12,4
34,14,16,13,13,13,12,12,0,12,4
34,14,17,13,13,12,12,12,0,12,3
34,14,16,13,13,13,12,12,0,12,3
34,14,17,14,14,70,13,13,0,13,3
34,13,16,13,13,70,13,13,0,13,4
34,13,15,13,13,70,13,13,0,13,4
34,13,17,14,14,12,12,12,0,12,3
34,13,16,13,13,12,12,12,0,12,3
34,14,17,15,15,12,12,12,0,12,4
34,15,14,13,14,12,12,12,0,12,4
35,12,17,12,12,12,12,12,0,12,4
35,15,17,16,15,13,13,13,0,13,3
35,15,15,15,15,13,12,12,0,12,3
35,13,17,14,14,13,13,13,0,13,3
35,16,18,16,16,13,13,13,0,13,4
35,14,16,13,13,13,13,13,0,13,4
35,13,16,14,14,12,12,12,0,12,4
35,13,16,14,14,13,12,12,0,12,4
35,16,17,13,13,12,12,12,0,12,3
35,13,15,13,13,13,12,12,0,12,4
36,14,17,14,14,14,13,13,0,13,4
36,15,18,15,15,74,13,13,0,13,3
36,15,16,14,14,74,13,13,0,13,3
36,16,18,15,15,74,14,14,0,14,3
36,14,15,13,13,13,12,12,0,12,4
36,15,18,13,13,74,13,13,0,13,4
36,14,17,15,15,13,12,12,0,12,4
36,15,20,15,15,13,13,13,0,13,4
36,15,19,15,14,13,12,12,0,12,4
36,15,15,14,14,13,13,13,0,13,4
37,16,18,14,14,13,13,13,0,13,4
37,14,19,14,14,76,13,13,0,13,4
37,16,19,15,15,76,13,13,0,13,3
37,16,17,15,15,76,13,13,0,13,3
37,14,19,15,15,13,13,13,0,13,4
37,14,18,15,15,13,13,13,0,13,4
37,15,18,13,13,13,13,13,0,13,4
37,14,17,14,14,13,13,13,0,13,4
37,15,19,14,14,13,13,13,0,13,4
37,15,17,15,15,13,13,13,0,13,4
38,14,18,15,15,13,13,13,0,13,4
38,15,17,14,14,14,14,14,0,14,4
38,15,18,16,16,15,13,13,0,13,4
38,16,21,15,15,14,13,13,0,13,4
38,17,15,14,14,14,13,13,0,13,5
38,15,18,15,15,14,13,13,0,13,4
38,16,19,15,15,78,13,13,0,13,3
38,16,19,15,15,14,14,14,0,14,4
38,15,20,16,16,14,14,14,0,14,4
38,16,18,16,16,78,15,15,0,15,4
39,16,17,15,15,14,14,14,0,14,4
39,15,20,15,15,80,14,14,0,14,4
39,15,18,14,14,14,13,13,0,13,4
39,15,18,15,15,14,14,14,0,14,3
39,15,17,15,15,14,14,14,0,14,5
39,15,20,16,16,14,14,14,0,14,5
39,15,17,15,15,14,14,14,0,14,4
39,16,18,16,16,14,14,14,0,14,4
39,15,17,16,16,14,14,14,0,14,4
39,16,20,15,15,14,14,14,0,14,4
40,15,18,16,16,14,14,14,0,14,4
40,15,20,15,15,14,14,14,0,14,4
40,16,19,17,17,14,14,14,0,14,3
40,16,19,15,15,14,14,14,0,14,4
40,16,17,15,15,15,14,14,0,14,5
40,16,20,17,17,14,14,14,0,14,3
40,16,18,17,17,14,14,14,0,14,3
40,17,20,15,15,14,14,14,0,14,4
40,16,20,17,17,15,15,15,0,15,4
40,15,20,15,15,14,14,14,0,14,4
41,16,17,15,15,15,14,14,0,14,4
41,16,21,16,16,15,15,15,0,15,4
41,17,21,16,15,14,14,14,0,14,4
41,15,20,18,17,14,14,14,0,14,4
41,15,18,16,16,14,14,14,0,14,5
41,16,21,15,15,15,15,15,0,15,4
41,18,21,16,16,15,14,14,0,14,4
41,16,20,19,19,15,14,14,0,14,5
41,16,19,16,16,15,14,14,0,14,4
41,17,21,17,16,15,14,14,0,14,4
42,17,20,16,16,15,15,15,0,15,5
42,17,20,17,17,15,15,15,0,15,4
42,16,19,17,17,15,14,14,0,14,4
42,18,22,16,16,15,14,14,0,14,4
42,16,19,16,16,15,14,14,0,14,4
42,16,17,16,16,15,14,14,0,14,4
42,17,20,16,16,15,15,15,0,15,4
42,17,19,16,16,15,14,14,0,14,4
42,18,21,18,18,16,15,15,0,15,5
42,16,21,17,17,15,15,15,0,15,4
43,16,22,17,17,16,15,15,0,15,5
43,16,20,16,16,16,15,15,0,15,4
43,17,21,17,17,15,15,15,0,15,4
43,18,23,17,17,16,16,16,0,16,4
43,19,21,16,16,88,16,16,0,16,4
43,18,21,17,17,16,15,15,0,15,4
43,17,20,17,17,88,16,16,0,16,4
43,18,20,17,17,15,15,15,0,15,4
43,19,18,17,17,16,15,15,0,15,5
43,17,19,17,17,15,15,15,0,15,4
44,17,20,18,18,16,16,16,0,16,5
44,19,20,18,18,17,17,17,0,17,4
44,17,23,16,16,16,15,15,0,15,5
44,17,20,17,17,17,15,15,0,15,4
44,18,20,17,17,15,15,15,0,15,4
44,17,20,17,17,16,15,15,0,15,5
44,19,21,17,17,15,15,15,0,15,4
44,18,23,18,18,16,16,16,0,16,4
44,17,24,17,17,15,15,15,0,15,4
44,16,20,18,18,15,15,15,0,15,4
45,18,22,18,18,16,16,16,0,16,5
45,18,21,19,19,17,16,16,0,16,4
45,18,24,16,16,16,16,16,0,16,4
45,20,24,19,19,18,17,17,0,17,5
45,17,20,18,18,92,17,17,0,17,4
45,17,21,16,16,16,16,16,0,16,5
45,18,21,16,16,92,16,16,0,16,4
45,19,21,17,17,16,16,16,0,16,5
45,16,22,18,18,16,16,16,0,16,4
45,18,21,18,18,16,16,16,0,16,5
46,19,21,17,17,16,16,16,0,16,4
46,20,22,18,18,16,16,16,0,16,4
46,18,23,18,18,17,16,16,0,16,5
46,19,23,18,18,94,16,16,0,16,4
46,19,22,18,18,17,16,16,0,16,4
46,18,23,17,17,17,17,17,0,17,4
46,19,20,18,18,17,16,16,0,16,4
46,18,22,18,18,17,16,16,0,16,4
46,18,22,19,19,17,16,16,0,16,4
46,19,24,18,18,17,17,17,0,17,4
47,18,22,20,20,17,17,17,0,17,4
47,19,22,18,18,17,17,17,0,17,5
47,19,21,19,19,17,17,17,0,17,5
47,20,26,18,18,96,18,18,0,18,4
47,19,21,18,18,16,16,16,0,16,4
47,21,20,19,19,17,16,16,0,16,4
47,18,20,17,17,17,16,16,0,16,5
47,19,22,18,18,16,16,16,0,16,4
47,19,21,17,17,96,17,17,0,17,5
47,18,23,18,18,17,16,16,0,16,4
48,19,24,18,18,16,16,16,0,16,5
48,19,24,20,20,98,18,18,0,18,4
48,18,26,19,19,98,17,17,0,17,4
48,18,23,21,19,17,17,17,0,17,4
48,20,26,19,18,18,17,17,0,17,5
48,20,24,19,19,18,17,17,0,17,5
48,19,23,19,19,17,17,17,0,17,4
48,20,23,19,19,98,18,18,0,18,5
48,20,21,18,18,17,17,17,0,17,4
48,20,22,20,20,98,18,18,0,18,4
49,18,25,19,19,17,17,17,0,17,5
49,21,25,20,20,100,18,18,0,18,5
49,21,24,19,19,17,17,17,0,17,4
49,19,24,21,21,17,17,17,0,17,5
49,21,25,19,18,100,17,17,0,17,4
49,19,21,20,20,17,17,17,0,17,4
49,20,22,19,19,17,17,17,0,17,5
49,19,23,19,19,100,17,17,0,17,5
49,19,23,20,20,17,17,17,0,17,5
49,18,27,19,19,17,17,17,0,17,4
50,19,23,19,19,17,17,17,0,17,5
50,20,26,19,19,102,19,19,0,19,5
50,20,24,20,20,102,18,18,0,18,5
50,20,22,18,18,18,17,17,0,17,5
50,21,24,20,20,102,18,18,0,18,4
50,19,25,21,21,102,18,18,0,18,5
50,19,22,19,19,18,17,17,0,17,5
50,18,25,20,20,19,17,17,0,17,5
50,20,27,19,19,102,18,18,0,18,4
50,19,26,19,19,17,17,17,0,17,5
51,21,24,20,20,17,17,17,0,17,5
51,20,25,20,20,104,19,19,0,19,5
51,20,27,20,20,104,18,18,0,18,4
51,20,24,21,20,17,17,17,0,17,5
51,19,25,20,20,18,18,18,0,18,5
51,20,23,19,19,17,17,17,0,17,5
51,21,22,20,20,104,18,18,0,18,5
51,20,25,21,21,104,19,19,0,19,4
51,21,25,20,20,18,18,18,0,18,5
51,21,23,20,20,18,17,17,0,17,5
52,20,25,19,19,19,18,18,0,18,5
52,22,27,22,22,106,18,18,0,18,4
52,20,24,21,21,20,18,18,0,18,6
52,19,26,19,19,19,19,19,0,19,5
52,21,24,21,21,18,18,18,0,18,5
52,21,28,20,20,106,19,19,0,19,4
52,21,22,20,20,19,19,19,0,19,5
52,21,27,21,21,19,18,18,0,18,5
52,20,24,21,21,106,19,19,0,19,5
52,20,25,20,20,18,18,18,0,18,5
53,21,25,22,22,18,18,18,0,18,5
53,22,28,22,22,19,19,19,0,19,6
53,22,27,19,19,108,19,19,0,19,4
53,22,25,22,22,19,18,18,0,18,6
53,22,27,21,21,19,19,19,0,19,5
53,21,25,20,20,108,19,19,0,19,5
53,19,26,22,22,19,19,19,0,19,5
53,22,25,21,21,18,18,18,0,18,5
53,19,26,21,21,18,18,18,0,18,5
53,22,25,19,19,19,19,19,0,19,5
54,23,28,21,21,19,19,19,0,19,5
54,21,28,20,20,110,19,19,0,19,5
54,20,27,20,20,18,18,18,0,18,5
54,21,26,22,22,110,20,20,0,20,5
54,20,28,21,21,19,19,19,0,19,5
54,21,25,23,23,19,19,19,0,19,5
54,21,26,21,21,20,19,19,0,19,5
54,23,25,21,21,19,19,19,0,19,5
54,22,26,21,21,20,20,20,0,20,5
54,20,24,22,22,19,19,19,0,19,5
55,22,27,22,22,19,19,19,0,19,5
55,24,25,23,23,112,20,20,0,20,5
55,20,29,22,22,112,20,20,0,20,5
55,22,27,21,21,20,20,20,0,20,5
55,21,27,21,21,20,19,19,0,19,5
55,23,26,20,20,20,20,20,0,20,5
55,21,28,22,22,112,20,20,0,20,5
55,22,27,22,22,112,19,19,0,19,5
55,22,26,22,22,19,19,19,0,19,5
55,21,25,22,21,19,19,19,0,19,5
56,22,26,23,23,20,19,19,0,19,6
56,22,27,22,22,20,20,20,0,20,5
56,21,28,22,22,20,20,20,0,20,6
56,22,26,22,22,20,19,19,0,19,6
56,22,24,21,21,20,20,20,0,20,5
56,25,30,22,22,20,20,20,0,20,6
56,21,28,23,23,19,19,19,0,19,6
56,21,23,21,21,20,20,20,0,20,5
56,21,29,22,22,20,20,20,0,20,5
56,22,28,22,22,20,20,20,0,20,5
57,23,25,23,23,20,20,20,0,20,6
57,23,25,21,21,19,19,19,0,19,5
57,23,28,23,23,116,20,20,0,20,5
57,22,27,22,22,21,21,21,0,21,5
57,22,27,23,23,21,20,20,0,20,5
57,22,26,23,23,20,20,20,0,20,5
57,25,26,24,23,116,20,20,0,20,5
57,25,26,21,21,20,20,20,0,20,5
57,22,30,23,23,20,20,20,0,20,4
57,21,26,23,23,116,20,20,0,20,5
58,22,28,23,23,118,20,20,0,20,5
58,21,26,21,21,118,20,20,0,20,5
58,23,28,22,22,118,21,21,0,21,6
58,24,30,22,22,21,20,20,0,20,6
58,22,27,24,23,118,20,20,0,20,5
58,23,28,23,22,20,20,20,0,20,6
58,22,28,24,24,118,20,20,0,20,5
58,24,29,24,24,21,21,21,0,21,6
58,24,28,23,23,118,21,21,0,21,5
58,23,29,24,23,21,20,20,0,20,6
59,25,25,22,22,22,21,21,0,21,6
59,23,27,23,23,21,21,21,0,21,6
59,22,28,23,23,20,20,20,0,20,6
59,22,26,22,22,21,20,20,0,20,5
59,23,29,23,23,120,20,20,0,20,5
59,23,26,22,22,20,20,20,0,20,6
59,24,29,23,23,20,20,20,0,20,5
59,22,28,24,24,21,20,20,0,20,5
59,24,29,23,23,120,21,21,0,21,5
59,25,25,23,23,21,21,21,0,21,6
60,24,28,24,24,22,22,22,0,22,6
60,22,30,23,23,122,21,21,0,21,6
60,24,30,25,25,22,20,20,0,20,6
60,22,30,24,24,20,20,20,0,20,5
60,25,29,23,23,21,20,20,0,20,5
60,24,31,26,26,122,21,21,0,21,5
60,23,29,24,24,21,21,21,0,21,5
60,23,28,23,23,122,21,21,0,21,6
60,23,27,23,23,20,20,20,0,20,6
60,24,30,24,24,22,21,21,0,21,5
61,23,28,23,23,21,21,21,0,21,5
61,23,29,23,23,21,21,21,0,21,6
61,25,28,24,24,21,21,21,0,21,6
61,24,29,24,24,21,21,21,0,21,6
61,24,30,23,23,22,21,21,0,21,6
61,22,29,23,23,21,21,21,0,21,5
61,24,30,25,25,21,21,21,0,21,6
61,24,30,24,24,124,22,22,0,22,5
61,22,29,25,25,124,21,21,0,21,5
61,24,33,22,22,21,21,21,0,21,5
62,26,32,24,24,23,23,23,0,23,6
62,24,30,25,25,21,21,21,0,21,6
62,25,31,25,25,22,22,22,0,22,5
62,25,31,24,25,22,21,21,0,21,6
62,23,27,24,24,21,21,21,0,21,6
62,25,30,25,25,21,21,21,0,21,5
62,24,30,23,23,21,21,21,0,21,6
62,26,33,25,25,126,23,23,0,23,5
62,25,27,24,24,22,21,21,0,21,6
62,26,26,25,25,126,22,22,0,22,5
63,25,31,26,26,128,23,23,0,23,6
63,26,31,25,25,128,23,23,0,23,5
63,25,35,26,26,23,23,23,0,23,6
63,26,30,24,24,128,22,22,0,22,5
63,27,34,26,26,22,22,22,0,22,6
63,24,29,25,25,128,22,22,0,22,5
63,25,29,24,24,22,22,22,0,22,6
63,24,31,25,25,128,23,23,0,23,6
63,24,31,25,25,23,22,22,0,22,6
63,24,31,23,23,23,23,23,0,23,6
64,26,30,26,26,130,23,23,0,23,6
64,24,28,24,24,22,22,22,0,22,5
64,27,32,26,26,130,24,24,0,24,5
64,26,29,24,24,130,23,23,0,23,6
64,26,33,25,25,23,23,23,0,23,6
64,26,32,25,25,130,23,23,0,23,5
64,26,31,25,25,130,23,23,0,23,5
64,24,29,25,25,130,22,22,0,22,6
64,24,30,24,24,22,22,22,0,22,6
64,26,34,25,25,130,23,23,0,23,6
65,27,32,27,27,23,23,23,0,23,6
65,27,29,27,27,23,22,22,0,22,6
65,29,31,24,24,23,23,23,0,23,6
65,26,31,26,26,132,23,23,0,23,6
65,26,31,26,26,132,23,23,0,23,6
65,26,30,27,26,132,24,24,0,24,6
65,24,33,26,26,23,22,22,0,22,6
65,23,32,28,28,23,22,22,0,22,6
65,24,30,27,27,23,23,23,0,23,6
65,27,31,24,24,132,23,23,0,23,5
66,25,34,26,26,23,23,23,0,23,6
66,29,32,28,27,23,23,23,0,23,6
66,26,31,26,26,134,25,25,0,25,6
66,25,30,25,25,24,23,23,0,23,6
66,27,30,27,25,23,23,23,0,23,6
66,25,34,28,28,23,23,23,0,23,6
66,27,32,27,27,23,23,23,0,23,7
66,26,31,26,26,134,24,24,0,24,6
66,25,34,26,26,134,23,23,0,23,6
66,27,35,27,28,24,24,24,0,24,6
67,26,35,26,26,23,23,23,0,23,6
67,28,34,26,26,136,24,24,0,24,6
67,27,36,28,28,136,24,24,0,24,6
67,25,32,26,26,136,24,24,0,24,6
67,30,35,27,27,136,24,24,0,24,6
67,26,31,25,25,24,23,23,0,23,6
67,26,34,26,26,136,24,24,0,24,6
67,26,35,28,28,23,23,23,0,23,6
67,26,30,26,26,23,23,23,0,23,6
67,26,34,28,28,23,23,23,0,23,6
68,29,34,28,28,24,24,24,0,24,6
68,30,31,27,27,138,25,25,0,25,6
68,27,31,27,27,138,24,24,0,24,7
68,28,32,29,29,138,24,24,0,24,6
68,29,32,27,25,138,24,24,0,24,7
68,26,33,25,25,24,24,24,0,24,6
68,26,33,27,27,138,24,24,0,24,6
68,28,34,28,28,138,25,25,0,25,6
68,25,33,27,27,138,25,25,0,25,5
68,26,32,27,27,138,24,24,0,24,6
69,29,33,28,28,140,25,25,0,25,7
69,27,32,25,25,23,23,23,0,23,6
69,27,35,28,28,140,25,25,0,25,6
69,28,33,27,27,24,24,24,0,24,6
69,28,32,27,27,140,24,24,0,24,7
69,27,30,27,27,23,23,23,0,23,6
69,27,35,29,29,140,24,24,0,24,6
69,27,34,25,25,24,24,24,0,24,6
69,27,33,27,27,140,24,24,0,24,6
69,27,32,27,27,24,24,24,0,24,6
70,28,34,27,27,142,25,25,0,25,6
70,29,37,28,28,25,24,24,0,24,6
70,29,35,28,29,142,25,25,0,25,6
70,26,33,28,28,25,24,24,0,24,6
70,28,34,27,27,24,24,24,0,24,5
70,28,31,26,26,24,24,24,0,24,7
70,27,35,29,29,25,25,25,0,25,7
70,28,32,27,27,142,24,24,0,24,6
70,28,32,26,26,24,24,24,0,24,6
70,29,34,27,27,142,26,26,0,26,7
71,28,32,27,27,25,24,24,0,24,6
